name,year_start,height,weight,college,pos,age,per,team,conf
Wes Unseld,1969,200.66,111.13004,University of Louisville,C,22.0,18.1,BAL,East
Hal Uplinger,1954,193.04,83.91452,Long Island University,SG,24.0,10.7,BLB,East
Kelvin Upshaw,1989,187.96,81.64656,University of Utah,SG,26.0,10.3,TOT,N/A
Jarrod Uthoff,2017,205.74,100.243832,University of Iowa,PF,23.0,13.9,DAL,West
Ben Uzoh,2011,190.5,92.98636,University of Tulsa,PG,22.0,14.7,NJN,East
Darnell Valentine,1982,185.42000000000002,83.007336,University of Kansas,PG,22.0,13.1,POR,West
Denzel Valentine,2017,198.12,96.161504,Michigan State University,SG,23.0,7.3,CHI,East
Ronnie Valentine,1981,200.66,95.25431999999999,Old Dominion University,SF,23.0,10.3,DEN,West
John Vallely,1971,190.5,83.91452,"University of California, Los Angeles",SG,22.0,9.1,ATL,East
Kiki Vandeweghe,1981,203.2,99.79024,"University of California, Los Angeles",SF,22.0,11.9,DEN,West
Nick Vanos,1986,215.9,115.66596,Santa Clara University,C,22.0,3.4,PHO,West
David Vanterpool,2001,195.58,90.7184,St. Bonaventure University,PG,27.0,10.9,WAS,East
Fred VanVleet,2017,182.88,88.45044,Wichita State University,PG,22.0,10.5,TOR,East
Jarvis Varnado,2013,205.74,104.32616,Mississippi State University,PF,24.0,1.2,TOT,N/A
Greivis Vasquez,2011,198.12,98.429464,University of Maryland,SG,24.0,9.4,MEM,West
Chico Vaughn,1963,187.96,86.18248,Southern Illinois University,SG,22.0,13.2,STL,East
David Vaughn,1996,205.74,108.86207999999999,University of Memphis,PF,22.0,6.0,ORL,East
Jacque Vaughn,1998,185.42000000000002,86.18248,University of Kansas,PG,22.0,6.9,UTA,West
Rashad Vaughn,2016,198.12,91.625584,"University of Nevada, Las Vegas",SG,19.0,4.2,MIL,East
Loy Vaught,1991,205.74,104.32616,University of Michigan,PF,22.0,12.1,LAC,West
Pete Verhoeven,1982,205.74,97.52228,"California State University, Fresno",PF,22.0,10.4,POR,West
Charlie Villanueva,2006,210.82,105.233344,University of Connecticut,PF,21.0,16.4,TOR,East
Jay Vincent,1982,200.66,99.79024,Michigan State University,PF,22.0,18.7,DAL,West
Sam Vincent,1986,187.96,83.91452,Michigan State University,SG,22.0,10.0,BOS,East
Fred Vinson,1995,193.04,86.18248,Georgia Institute of Technology,SG,24.0,-6.5,ATL,East
Gary Voce,1990,205.74,108.86207999999999,University of Notre Dame,PF,24.0,19.2,CLE,East
Noah Vonleh,2015,208.28,108.86207999999999,Indiana University,PF,19.0,13.2,CHO,East
Jake Voskuhl,2001,210.82,111.13004,University of Connecticut,C,23.0,5.8,CHI,East
Danny Vranes,1982,200.66,95.25431999999999,University of Utah,SF,23.0,11.2,SEA,West
Brett Vroman,1981,213.36,99.79024,"University of Nevada, Las Vegas",C,25.0,11.8,UTA,West
Jackson Vroman,2005,208.28,99.79024,Iowa State University,C-PF,23.0,9.6,TOT,N/A
Nikola Vucevic,2012,213.36,117.93392,University of Southern California,C,21.0,14.3,PHI,East
Dwyane Wade,2004,193.04,99.79024,Marquette University,PG,22.0,17.6,MIA,West
Mark Wade,1988,180.34,72.57472,"University of Nevada, Las Vegas",PG,22.0,4.5,GSW,West
Von Wafer,2006,195.58,95.25431999999999,Florida State University,SG,20.0,-1.6,LAL,West
Dajuan Wagner,2003,187.96,90.7184,University of Memphis,SG,19.0,10.9,CLE,East
Milt Wagner,1988,195.58,83.91452,University of Louisville,SG,24.0,10.4,LAL,West
Dion Waiters,2013,193.04,102.0582,Syracuse University,SG,21.0,13.7,CLE,East
Granville Waiters,1984,210.82,102.0582,Ohio State University,C,23.0,10.4,IND,East
Andre Wakefield,1979,190.5,79.3786,Loyola University of Chicago,SG,24.0,4.9,TOT,N/A
Neal Walk,1970,208.28,99.79024,University of Florida,C,21.0,14.0,PHO,West
Andy Walker,1977,193.04,86.18248,Niagara University,SF,21.0,13.0,NOJ,East
Antoine Walker,1997,203.2,101.604608,University of Kentucky,PF,20.0,15.5,BOS,East
Chet Walker,1963,198.12,96.161504,Bradley University,SF,22.0,14.8,SYR,East
Darrell Walker,1984,193.04,81.64656,University of Arkansas,PG,22.0,15.9,NYK,East
Foots Walker,1975,182.88,83.460928,State University of West Georgia,PG,23.0,14.2,CLE,East
Henry Walker,2009,198.12,99.79024,Kansas State University,SF,21.0,10.9,BOS,East
Horace Walker,1962,190.5,95.25431999999999,Michigan State University,SF,24.0,10.2,CHP,West
Jimmy Walker,1968,190.5,88.45044,Providence College,SG,23.0,10.9,DET,East
Kemba Walker,2012,185.42000000000002,78.017824,University of Connecticut,PG,21.0,14.9,CHA,East
Kenny Walker,1987,203.2,95.25431999999999,University of Kentucky,SF,22.0,13.3,NYK,East
Phil Walker,1978,190.5,81.64656,Millersville University of Pennsylvania,SG,21.0,9.0,WSB,East
Samaki Walker,1997,205.74,108.86207999999999,University of Louisville,PF,20.0,12.2,DAL,West
Wally Walker,1977,200.66,86.18248,University of Virginia,SF,22.0,14.0,POR,West
John Wall,2011,193.04,88.45044,University of Kentucky,PG,20.0,15.8,WAS,East
Ben Wallace,1997,205.74,108.86207999999999,Virginia Union University,PF,22.0,6.0,WSB,East
Gerald Wallace,2002,200.66,97.52228,University of Alabama,SF,19.0,13.3,SAC,West
John Wallace,1997,203.2,102.0582,Syracuse University,SF,22.0,13.0,NYK,East
Rasheed Wallace,1996,208.28,102.0582,University of North Carolina,PF,21.0,11.8,WSB,East
Dwight Waller,1969,198.12,99.79024,Tennessee State University,F,23.0,2.3,ATL,East
Jamie Waller,1988,193.04,97.52228,Virginia Union University,SG,23.0,7.1,NJN,East
Taurean Waller-Prince,2017,203.2,99.79024,Baylor University,SF,22.0,9.8,ATL,East
Jim Walsh,1958,193.04,88.45044,Stanford University,F,27.0,5.0,PHW,East
Matt Walsh,2006,198.12,92.98636,University of Florida,SG,23.0,-2.4,MIA,West
Rex Walters,1994,193.04,86.18248,University of Kansas,SG,23.0,16.2,NJN,East
Bill Walton,1975,210.82,95.25431999999999,"University of California, Los Angeles",C,22.0,20.0,POR,West
Lloyd Walton,1977,182.88,72.57472,Marquette University,PG,23.0,14.5,MIL,East
Luke Walton,2004,203.2,106.59412,University of Arizona,PF,23.0,12.7,LAL,West
Perry Warbington,1975,187.96,74.84268,Georgia Southern University,PG,22.0,3.1,PHI,East
Charlie Ward,1995,187.96,86.18248,Florida State University,PG,24.0,-2.1,NYK,East
Gerry Ward,1964,193.04,88.45044,Boston College,SG,22.0,7.0,STL,East
Casper Ware,2014,177.8,79.3786,"California State University, Long Beach",PG,24.0,13.0,PHI,East
Jim Ware,1967,200.66,95.25431999999999,Oklahoma City University,PF,22.0,6.1,CIN,East
Ben Warley,1963,195.58,90.7184,Tennessee State University,PF,26.0,16.8,SYR,East
Bob Warlick,1966,195.58,90.7184,Pepperdine University,SG,24.0,5.9,DET,East
Cornell Warner,1971,205.74,99.79024,Jackson State University,C,22.0,11.1,BUF,East
John Warren,1970,190.5,81.64656,St. John's University,SG,22.0,9.8,NYK,East
T.J. Warren,2015,203.2,104.32616,North Carolina State University,SF,21.0,14.0,PHO,West
Willie Warren,2011,193.04,92.079176,University of Oklahoma,PG,21.0,10.8,LAC,West
Bryan Warrick,1983,195.58,88.45044,Saint Joseph's University,PG,23.0,6.5,WSB,East
Hakim Warrick,2006,205.74,99.336648,Syracuse University,PF,23.0,11.0,MEM,West
Chris Washburn,1987,210.82,102.0582,North Carolina State University,C,21.0,5.4,GSW,West
Darius Washington,2008,187.96,88.45044,University of Memphis,SG,22.0,9.0,SAS,West
Duane Washington,1988,193.04,88.45044,Middle Tennessee State University,SG,23.0,16.1,NJN,East
Eric Washington,1998,193.04,86.18248,University of Alabama,SG,23.0,9.6,DEN,West
Jim Washington,1966,198.12,95.25431999999999,Villanova University,PF,22.0,10.0,STL,East
Kermit Washington,1974,203.2,104.32616,American University,PF,22.0,15.6,LAL,West
Pearl Washington,1987,187.96,86.18248,Syracuse University,PG,23.0,11.5,NJN,East
Richard Washington,1977,210.82,99.79024,"University of California, Los Angeles",PF,21.0,14.2,KCK,East
Stan Washington,1975,193.04,86.18248,University of San Diego,SG,23.0,-10.3,WSB,East
Wilson Washington,1978,205.74,102.965384,Old Dominion University,PF,22.0,11.4,TOT,N/A
Darryl Watkins,2008,210.82,117.026736,Syracuse University,C,23.0,0.5,SAC,West
C.J. Watson,2008,187.96,79.3786,University of Tennessee,PG,23.0,11.0,GSW,West
Earl Watson,2002,185.42000000000002,88.45044,"University of California, Los Angeles",PG,22.0,11.6,SEA,West
Jamie Watson,1995,200.66,86.18248,University of South Carolina,SF,22.0,9.6,UTA,West
Ron Watts,1966,198.12,95.25431999999999,Wake Forest University,F,22.0,24.8,BOS,East
Slick Watts,1974,185.42000000000002,79.3786,Xavier University of Louisiana,PG,22.0,14.7,SEA,West
Maalik Wayns,2013,187.96,90.7184,Villanova University,PG,21.0,5.0,TOT,N/A
David Wear,2015,208.28,104.32616,"University of California, Los Angeles",PF,24.0,2.4,SAC,West
Travis Wear,2015,208.28,104.32616,"University of California, Los Angeles",SF,24.0,8.5,NYK,East
Clarence Weatherspoon,1993,198.12,108.86207999999999,University of Southern Mississippi,SF,22.0,15.0,PHI,East
Nick Weatherspoon,1974,200.66,88.45044,University of Illinois at Urbana-Champaign,SF,23.0,13.2,CAP,East
Kyle Weaver,2009,198.12,91.171992,Washington State University,SG,22.0,10.2,OKC,West
Jeff Webb,1971,193.04,77.11064,Kansas State University,SG,22.0,3.9,MIL,East
Marcus Webb,1993,205.74,115.66596,University of Alabama,PF,22.0,20.1,BOS,East
Spud Webb,1986,167.64000000000001,60.327736,North Carolina State University,PG,22.0,18.5,ATL,East
Chris Webber,1994,205.74,111.13004,University of Michigan,C,20.0,21.7,GSW,West
Briante Weber,2016,187.96,74.84268,Virginia Commonwealth University,PG,23.0,8.9,TOT,N/A
Jeff Webster,1996,203.2,105.233344,University of Oklahoma,SF,24.0,7.0,WSB,East
Scott Wedman,1975,200.66,97.52228,University of Colorado,SF,22.0,12.0,KCO,West
Sonny Weems,2009,198.12,92.98636,University of Arkansas,SG,22.0,-3.9,DEN,West
Brant Weidner,1984,205.74,104.32616,College of William & Mary,PF,23.0,5.4,SAS,West
Bob Weiss,1966,187.96,81.64656,Pennsylvania State University,G,23.0,3.5,PHI,East
Rick Weitzman,1968,187.96,79.3786,Northeastern University,SG,21.0,5.6,BOS,East
Bonzi Wells,1999,195.58,95.25431999999999,Ball State University,SF,22.0,26.3,POR,West
Bubba Wells,1998,195.58,104.32616,Austin Peay State University,SG,23.0,11.1,DAL,West
Owen Wells,1975,200.66,90.7184,University of Detroit Mercy,SF,24.0,12.9,HOU,West
Ralph Wells,1963,185.42000000000002,81.64656,Northwestern University,G,22.0,-0.2,CHZ,West
Chris Welp,1988,213.36,111.13004,University of Washington,C,24.0,12.4,PHI,East
Bill Wennington,1986,213.36,111.13004,St. John's University,C,22.0,11.4,DAL,West
Matt Wenstrom,1994,215.9,113.398,University of North Carolina,C,23.0,15.6,BOS,East
Robert Werdann,1993,210.82,113.398,St. John's University,C,22.0,7.7,DEN,West
David Wesley,1994,182.88,86.18248,Baylor University,PG,23.0,13.0,NJN,East
Walt Wesley,1967,210.82,99.79024,University of Kansas,C,22.0,8.6,CIN,East
David West,2004,205.74,113.398,Xavier University,PF,23.0,15.9,NOH,West
Delonte West,2005,193.04,81.64656,Saint Joseph's University,SG,21.0,12.3,BOS,East
Doug West,1990,198.12,90.7184,Villanova University,SG,22.0,7.5,MIN,West
Jerry West,1961,187.96,79.3786,West Virginia University,PG,22.0,16.0,LAL,West
Mario West,2008,195.58,95.25431999999999,Georgia Institute of Technology,SG,23.0,8.6,ATL,East
Mark West,1984,208.28,104.32616,Old Dominion University,C,23.0,4.1,DAL,West
Roland West,1968,193.04,80.739376,University of Cincinnati,G,23.0,6.8,BAL,East
Russell Westbrook,2009,190.5,90.7184,"University of California, Los Angeles",PG,20.0,15.2,OKC,West
Paul Westphal,1973,193.04,88.45044,University of Southern California,SG,22.0,14.2,BOS,East
John Wetzel,1968,195.58,86.18248,Virginia Polytechnic Institute and State University,SF,23.0,11.0,LAL,West
Robert Whaley,2006,208.28,117.93392,Walsh University,C,23.0,7.6,UTA,West
Ennis Whatley,1984,190.5,80.28578399999999,University of Alabama,PG,21.0,13.5,CHI,East
DeJuan Wheat,1998,182.88,74.84268,University of Louisville,PG,24.0,13.5,MIN,West
Clinton Wheeler,1988,185.42000000000002,83.91452,William Paterson University,PG,28.0,12.0,IND,East
Tyson Wheeler,1999,177.8,74.84268,University of Rhode Island,PG,23.0,76.1,DEN,West
Skippy Whitaker,1955,185.42000000000002,81.64656,University of Kentucky,PG,24.0,-8.7,BOS,East
D.J. White,2009,205.74,113.851592,Indiana University,PF,22.0,19.8,OKC,West
Eric White,1988,203.2,90.7184,Pepperdine University,SF,22.0,15.2,LAC,West
Herb White,1971,187.96,88.45044,University of Georgia,PG,22.0,8.4,ATL,East
Hubie White,1963,193.04,92.98636,Villanova University,SG,23.0,6.3,SFW,West
Jahidi White,1999,205.74,131.54167999999999,Georgetown University,PF,22.0,9.4,WAS,East
James White,2007,200.66,90.7184,University of Cincinnati,SG,24.0,12.1,SAS,West
Okaro White,2017,203.2,92.532768,Florida State University,PF,24.0,7.5,MIA,West
Randy White,1990,203.2,108.86207999999999,Louisiana Tech University,PF,22.0,7.4,DAL,West
Rodney White,2002,205.74,107.954896,University of North Carolina at Charlotte,SF,21.0,11.0,DET,East
Rory White,1983,203.2,95.25431999999999,University of South Alabama,SF,23.0,14.7,PHO,West
Royce White,2014,203.2,122.46984,Iowa State University,PF,22.0,-8.3,SAC,West
Rudy White,1976,187.96,88.45044,Arizona State University,SG,22.0,12.5,HOU,West
Tony White,1988,187.96,77.11064,University of Tennessee,PG,22.0,9.4,TOT,N/A
Willie White,1985,190.5,88.45044,University of Tennessee at Chattanooga,SG,22.0,10.5,DEN,West
Isaiah Whitehead,2017,193.04,96.615096,Seton Hall University,PG,21.0,7.5,BRK,East
Jerome Whitehead,1979,208.28,99.79024,Marquette University,C,22.0,8.4,SDC,West
Donald Whiteside,1997,177.8,72.57472,Northern Illinois University,PG,27.0,7.6,TOR,East
Hassan Whiteside,2011,213.36,120.20188,Marshall University,C,21.0,-17.9,SAC,West
Dwayne Whitfield,1996,205.74,108.86207999999999,Jackson State University,PF,23.0,9.3,TOR,East
Chris Whitney,1994,182.88,76.203456,Clemson University,PG,22.0,3.5,SAS,West
Hawkeye Whitney,1981,195.58,106.59412,North Carolina State University,SG,23.0,14.0,KCK,East
Shayne Whittington,2015,210.82,113.398,Western Michigan University,PF,23.0,20.0,IND,East
Sidney Wicks,1972,203.2,102.0582,"University of California, Los Angeles",PF,22.0,19.2,POR,West
Bob Wiesenhahn,1962,193.04,97.52228,University of Cincinnati,SF,23.0,7.5,CIN,East
Andrew Wiggins,2015,203.2,90.264808,University of Kansas,SF,19.0,13.9,MIN,West
Mitchell Wiggins,1984,193.04,83.91452,Florida State University,SG,24.0,13.7,CHI,East
Ken Wilburn,1968,198.12,88.45044,Central State University,SF,23.0,16.2,CHI,East
C.J. Wilcox,2015,195.58,88.45044,University of Washington,SG,24.0,8.5,LAC,West
Chris Wilcox,2003,208.28,100.243832,University of Maryland,PF,20.0,12.5,LAC,West
Gene Wiley,1963,208.28,95.25431999999999,Wichita State University,C,25.0,7.7,LAL,West
Michael Wiley,1981,205.74,90.7184,"California State University, Long Beach",PF,23.0,19.8,SAS,West
Morlon Wiley,1989,193.04,83.91452,"California State University, Long Beach",PG,22.0,10.3,DAL,West
Win Wilfong,1958,187.96,83.91452,University of Memphis,PG,24.0,12.6,STL,East
Lenny Wilkens,1961,185.42000000000002,81.64656,Providence College,PG,23.0,13.4,STL,East
Bob Wilkerson,1977,198.12,88.45044,Indiana University,SF,22.0,11.2,SEA,West
Jamaal Wilkes,1975,198.12,86.18248,"University of California, Los Angeles",SF,21.0,15.3,GSW,West
James Wilkes,1981,200.66,88.45044,"University of California, Los Angeles",SF,22.0,11.2,CHI,East
Damien Wilkins,2005,198.12,102.0582,University of Georgia,SF,25.0,13.4,SEA,West
Dominique Wilkins,1983,200.66,90.7184,University of Georgia,SF,23.0,16.6,ATL,East
Gerald Wilkins,1986,198.12,83.91452,University of Tennessee at Chattanooga,SG,22.0,12.2,NYK,East
Jeff Wilkins,1981,210.82,104.32616,Illinois State University,C,25.0,9.2,UTA,West
Dale Wilkinson,1985,208.28,99.79024,Idaho State University,SF-PF,24.0,-1.3,TOT,N/A
Mike Wilks,2003,177.8,83.91452,Rice University,PG-SG,23.0,9.3,TOT,N/A
Aaron Williams,1994,205.74,99.79024,Xavier University,PF,22.0,-7.0,UTA,West
Alan Williams,2016,203.2,117.93392,"University of California, Santa Barbara",PF,23.0,21.1,PHO,West
Alvin Williams,1998,195.58,83.91452,Villanova University,SG,23.0,10.3,TOT,N/A
Art Williams,1968,185.42000000000002,81.64656,"California State Polytechnic University, Pomona",PG,28.0,12.3,SDR,West
Bernie Williams,1970,190.5,79.3786,La Salle University,SG,24.0,11.5,SDR,West
Bob Williams,1956,198.12,104.32616,Florida Agricultural and Mechanical University,F,24.0,13.0,MNL,West
Brandon Williams,1998,198.12,97.52228,Davidson College,SG,22.0,2.9,GSW,West
Buck Williams,1982,203.2,97.52228,University of Maryland,PF,21.0,17.2,NJN,East
Chuckie Williams,1977,190.5,81.64656,Kansas State University,SG,23.0,8.8,CLE,East
Cliff Williams,1969,190.5,81.64656,Bowling Green State University,G,23.0,-3.5,DET,East
Corey Williams,1993,187.96,86.18248,Oklahoma State University,PG,22.0,9.3,CHI,East
Deron Williams,2006,190.5,90.7184,University of Illinois at Urbana-Champaign,PG,21.0,12.4,UTA,West
Derrick Williams,2012,203.2,108.86207999999999,University of Arizona,PF,20.0,12.9,MIN,West
Duck Williams,1980,187.96,81.64656,University of Notre Dame,PG,23.0,8.6,UTA,West
Earl Williams,1975,200.66,104.32616,Winston-Salem State University,C,23.0,15.2,PHO,West
Elliot Williams,2012,195.58,86.18248,University of Memphis,SG,22.0,18.8,POR,West
Eric Williams,1996,203.2,99.79024,Providence College,SF,23.0,13.3,BOS,East
Frank Williams,2003,190.5,96.161504,University of Illinois at Urbana-Champaign,PG,22.0,6.4,NYK,East
Freeman Williams,1979,193.04,86.18248,Portland State University,SG,22.0,16.1,SDC,West
Gus Williams,1976,187.96,79.3786,University of Southern California,PG,22.0,17.0,GSW,West
Guy Williams,1985,205.74,90.7184,Washington State University,SF,24.0,14.7,WSB,East
Herb Williams,1982,208.28,109.76926399999999,Ohio State University,C,23.0,16.1,IND,East
Jason Williams,1999,185.42000000000002,86.18248,University of Florida,PG,23.0,12.8,SAC,West
Jawad Williams,2009,205.74,98.883056,University of North Carolina,SF,25.0,14.1,CLE,East
Jay Williams,2003,187.96,88.45044,Duke University,PG,21.0,12.2,CHI,East
Jayson Williams,1991,205.74,108.86207999999999,St. John's University,PF,22.0,8.0,PHI,East
Jerome Williams,1997,205.74,93.439952,Georgetown University,PF,23.0,12.6,DET,East
John Williams,1987,203.2,106.59412,Louisiana State University,SF,20.0,15.5,WSB,East
Jordan Williams,2012,208.28,117.93392,University of Maryland,C,21.0,14.5,NJN,East
Justin Williams,2007,208.28,102.0582,University of Wyoming,C,22.0,17.3,SAC,West
Kenny Williams,1991,205.74,92.98636,Elizabeth City State University,PF,21.0,13.9,IND,East
Kevin Williams,1984,187.96,79.3786,St. John's University,SG,22.0,9.9,SAS,West
Lorenzo Williams,1993,205.74,90.7184,Stetson University,PF-C,23.0,10.9,TOT,N/A
Marcus Williams,2007,190.5,92.98636,University of Connecticut,PG,21.0,11.5,NJN,East
Marcus Williams,2008,200.66,92.98636,University of Arizona,PG,22.0,11.0,NJN,East
Marvin Williams,2006,205.74,107.501304,University of North Carolina,PF,19.0,12.2,ATL,East
Micheal Williams,1989,187.96,79.3786,Baylor University,PG,22.0,7.7,DET,East
Mike Williams,1990,203.2,115.66596,Bradley University,PF-SF,26.0,3.5,TOT,N/A
Milt Williams,1971,187.96,82.553744,Lincoln University of Missouri,PG,25.0,11.4,NYK,East
Mo Williams,2004,185.42000000000002,89.811216,University of Alabama,SG,21.0,9.4,UTA,West
Monty Williams,1995,203.2,102.0582,University of Notre Dame,SF,23.0,8.4,NYK,East
Nate Williams,1972,195.58,97.52228,Utah State University,SG,21.0,11.2,CIN,East
Pete Williams,1986,200.66,86.18248,University of Arizona,PF,20.0,11.6,DEN,West
Ray Williams,1978,190.5,85.275296,University of Minnesota,PG,23.0,14.5,NYK,East
Reggie Williams,1988,200.66,86.18248,Georgetown University,SF,23.0,7.6,LAC,West
Reggie Williams,2010,198.12,92.98636,Virginia Military Institute,SF,23.0,16.1,GSW,West
Rickey Williams,1983,185.42000000000002,79.3786,"California State University, Long Beach",SG,25.0,9.6,UTA,West
Rob Williams,1983,187.96,79.3786,University of Houston,PG,21.0,10.7,DEN,West
Ron Williams,1969,190.5,85.275296,West Virginia University,PG,24.0,12.9,SFW,West
Sam Williams,1969,190.5,81.64656,University of Iowa,SG,24.0,7.9,MIL,East
Sam Williams,1982,203.2,95.25431999999999,Arizona State University,PF,22.0,14.8,GSW,West
Scott Williams,1991,208.28,104.32616,University of North Carolina,PF,22.0,14.7,CHI,East
Sean Williams,2008,208.28,106.59412,Boston College,C,21.0,13.9,NJN,East
