name,year_start,height,weight,college,pos,age,per,team,conf
Askia Jones,1995,195.58,90.7184,Kansas State University,SG,23.0,8.3,MIN,West
Bill Jones,1989,200.66,79.3786,University of Iowa,PF,22.0,13.9,NJN,East
Bobby Jones,2007,200.66,97.52228,University of Washington,SF,23.0,9.4,PHI,East
Charles Jones,1984,205.74,97.52228,Albany State University,PF,26.0,-19.5,PHI,East
Charles Jones,1985,203.2,97.52228,University of Louisville,C,23.0,14.4,PHO,West
Charles Jones,1999,190.5,81.64656,Long Island University,SG,23.0,6.5,CHI,East
Dahntay Jones,2004,198.12,102.0582,Duke University,SG,23.0,2.5,MEM,West
Damian Jones,2017,213.36,111.13004,Vanderbilt University,C,21.0,5.3,GSW,West
Damon Jones,1999,190.5,83.91452,University of Houston,PG,22.0,13.7,TOT,N/A
DeQuan Jones,2013,203.2,100.243832,University of Miami,SF,22.0,8.4,ORL,East
Derrick Jones,2017,200.66,86.18248,"University of Nevada, Las Vegas",SF,19.0,12.0,PHO,West
Dominique Jones,2011,193.04,97.52228,University of South Florida,SG,22.0,10.6,DAL,West
Dontae' Jones,1998,203.2,99.79024,Mississippi State University,SF,22.0,3.8,BOS,East
Dwayne Jones,2006,210.82,113.398,Saint Joseph's University,PF,22.0,9.2,BOS,East
Dwight Jones,1974,208.28,95.25431999999999,University of Houston,PF,21.0,14.6,ATL,East
Earl Jones,1985,213.36,95.25431999999999,University of the District of Columbia,C,24.0,-11.0,LAL,West
Eddie Jones,1995,198.12,86.18248,Temple University,SG,23.0,16.3,LAL,West
Edgar Jones,1981,208.28,102.0582,"University of Nevada, Reno",PF,24.0,17.6,NJN,East
Fred Jones,2003,193.04,95.25431999999999,University of Oregon,SG,23.0,5.5,IND,East
Hutch Jones,1983,203.2,86.18248,Vanderbilt University,SF,23.0,13.0,SDC,West
Jake Jones,1972,190.5,81.64656,Assumption College,SG,22.0,8.6,TOT,N/A
James Jones,2004,203.2,98.883056,University of Miami,SF,23.0,4.9,IND,East
Johnny Jones,1968,200.66,92.98636,"California State University, Los Angeles",SF,24.0,9.0,BOS,East
Jumaine Jones,2000,203.2,98.883056,University of Georgia,SF,20.0,12.6,PHI,East
K.C. Jones,1959,185.42000000000002,90.7184,University of San Francisco,PG,26.0,9.5,BOS,East
Kevin Jones,2013,203.2,113.851592,West Virginia University,PF,23.0,11.1,CLE,East
Larry Jones,1965,187.96,81.64656,University of Toledo,SG,22.0,8.2,PHI,East
Major Jones,1980,205.74,102.0582,Albany State University,PF,26.0,10.3,HOU,West
Mark Jones,1984,185.42000000000002,79.3786,St. Bonaventure University,PG,22.0,14.7,NJN,East
Mark Jones,2005,198.12,97.52228,University of Central Florida,SF,29.0,4.4,ORL,East
Nick Jones,1968,187.96,86.18248,University of Oregon,PG,22.0,9.9,SDR,West
Ozell Jones,1985,210.82,106.59412,"California State University, Fullerton",C,24.0,11.4,SAS,West
Perry Jones,2013,210.82,106.59412,Baylor University,SF,21.0,7.8,OKC,West
Popeye Jones,1994,203.2,113.398,Murray State University,PF,23.0,14.1,DAL,West
Robin Jones,1977,205.74,102.0582,Saint Louis University,C,22.0,13.1,POR,West
Sam Jones,1958,193.04,89.811216,North Carolina Central University,SG,24.0,16.3,BOS,East
Shelton Jones,1989,205.74,95.25431999999999,St. John's University,SF,22.0,10.4,TOT,N/A
Solomon Jones,2007,208.28,104.32616,University of South Florida,PF,22.0,12.3,ATL,East
Terrence Jones,2013,205.74,114.305184,University of Kentucky,PF,21.0,17.1,HOU,West
Tyus Jones,2016,187.96,88.45044,Duke University,PG,19.0,11.2,MIN,West
Wali Jones,1965,187.96,81.64656,Villanova University,SG,22.0,9.6,BAL,East
Willie Jones,1961,190.5,83.91452,Northwestern University,PG,24.0,10.0,DET,East
Adonis Jordan,1994,180.34,77.11064,University of Kansas,PG,23.0,5.6,DEN,West
DeAndre Jordan,2009,210.82,120.20188,Texas A&M University,C,20.0,14.1,LAC,West
Eddie Jordan,1978,185.42000000000002,77.11064,Rutgers University,PG,23.0,15.7,TOT,N/A
Jerome Jordan,2012,213.36,114.758776,University of Tulsa,C,25.0,18.3,NYK,East
Michael Jordan,1985,198.12,88.45044,University of North Carolina,SG,21.0,25.8,CHI,East
Reggie Jordan,1994,193.04,88.45044,New Mexico State University,SG,26.0,20.1,LAL,West
Thomas Jordan,1993,208.28,99.79024,Oklahoma State University,PF,24.0,6.9,PHI,East
Walter Jordan,1981,200.66,89.811216,Purdue University,SF,24.0,8.5,CLE,East
Phil Jordon,1957,208.28,92.98636,Whitworth,C-F,23.0,13.8,NYK,East
Cory Joseph,2012,190.5,87.543256,University of Texas at Austin,PG,20.0,6.9,SAS,West
Garth Joseph,2001,218.44,142.88148,College of Saint Rose,C,27.0,-5.0,TOT,N/A
Kris Joseph,2013,200.66,95.25431999999999,Syracuse University,SF,24.0,0.6,TOT,N/A
Yvon Joseph,1986,210.82,111.13004,Georgia Institute of Technology,C,28.0,12.8,NJN,East
Jeff Judkins,1979,198.12,83.91452,University of Utah,SF,22.0,14.5,BOS,East
Ed Kalafat,1955,198.12,111.13004,University of Minnesota,PF,22.0,9.7,MNL,West
Chris Kaman,2004,213.36,120.20188,Central Michigan University,C,21.0,9.6,LAC,West
Frank Kaminsky,2016,213.36,109.76926399999999,University of Wisconsin,C,22.0,12.5,CHO,East
Jason Kapono,2004,203.2,96.615096,"University of California, Los Angeles",SF,22.0,10.2,CLE,East
Coby Karl,2008,195.58,97.52228,Boise State University,SG,24.0,15.8,LAL,West
Bob Kauffman,1969,203.2,108.86207999999999,Guilford College,C,22.0,12.5,SEA,West
Sasha Kaun,2016,210.82,117.93392,University of Kansas,C,30.0,12.5,CLE,East
Clarence Kea,1981,198.12,98.883056,Lamar University,PF,21.0,17.3,DAL,West
Mike Kearns,1955,187.96,80.739376,Princeton University,PG,25.0,1.0,PHW,East
Tommy Kearns,1959,180.34,83.91452,University of North Carolina,G,22.0,8.8,SYR,East
Adam Keefe,1993,205.74,104.32616,Stanford University,PF,22.0,13.6,ATL,East
Harold Keeling,1986,193.04,83.91452,Santa Clara University,SG,22.0,16.1,DAL,West
Rich Kelley,1976,213.36,106.59412,Stanford University,C,22.0,19.3,NOJ,East
Clark Kellogg,1983,200.66,102.0582,Ohio State University,PF,21.0,20.3,IND,East
Ryan Kelly,2014,210.82,104.32616,Duke University,PF,22.0,12.6,LAL,West
Greg Kelser,1980,200.66,86.18248,Michigan State University,SF,22.0,16.1,DET,East
Ben Kelso,1974,190.5,88.45044,Central Michigan University,SG,24.0,6.8,DET,East
Shawn Kemp,1990,208.28,104.32616,Trinity Valley Community College,PF,20.0,15.9,SEA,West
Tim Kempton,1987,208.28,111.13004,University of Notre Dame,PF,23.0,10.2,LAC,West
Frank Kendrick,1975,198.12,89.811216,Purdue University,SF,24.0,20.3,GSW,West
D.J. Kennedy,2012,198.12,97.52228,St. John's University,SF,22.0,4.7,CLE,East
Joe Kennedy,1969,198.12,95.25431999999999,Duke University,SF,22.0,9.1,SEA,West
Pickles Kennedy,1961,180.34,81.64656,Temple University,G,22.0,3.8,PHW,East
Billy Kenville,1954,187.96,84.821704,St. Bonaventure University,PG,23.0,14.5,SYR,East
Jonathan Kerner,1999,210.82,111.13004,East Carolina University,C,24.0,-15.2,ORL,East
Red Kerr,1955,205.74,104.32616,University of Illinois at Urbana-Champaign,C,22.0,18.2,SYR,East
Steve Kerr,1989,190.5,79.3786,University of Arizona,PG,23.0,12.7,PHO,West
Jerome Kersey,1985,200.66,97.52228,Longwood University,SF,22.0,15.3,POR,West
Alec Kessler,1991,210.82,104.32616,University of Georgia,C,24.0,8.4,MIA,West
Lari Ketner,2000,205.74,125.644984,University of Massachusetts Amherst,PF,22.0,7.1,TOT,N/A
Randolph Keys,1989,200.66,88.45044,University of Southern Mississippi,SF,22.0,11.5,CLE,East
Jason Kidd,1995,193.04,92.98636,University of California,PG,21.0,15.1,DAL,West
Warren Kidd,1994,205.74,106.59412,Middle Tennessee State University,PF,23.0,11.3,PHI,East
Michael Kidd-Gilchrist,2013,200.66,105.233344,University of Kentucky,SF,19.0,14.0,CHA,East
Irv Kiffin,1980,205.74,102.0582,Oklahoma Baptist University,SF,28.0,3.7,SAS,West
Jack Kiley,1952,185.42000000000002,77.11064,Syracuse University,SG,23.0,3.7,FTW,West
Earnie Killum,1971,190.5,81.64656,Stetson University,G,22.0,-5.3,LAL,West
Carl Kilpatrick,1980,208.28,104.32616,University of Louisiana at Monroe,C,23.0,22.7,UTA,West
Sean Kilpatrick,2015,193.04,95.25431999999999,University of Cincinnati,SG,25.0,10.0,MIN,West
Toby Kimball,1967,198.12,99.79024,University of Connecticut,PF,24.0,16.9,BOS,East
Bo Kimble,1991,193.04,86.18248,Loyola Marymount University,SG,24.0,7.7,LAC,West
Stan Kimbrough,1990,180.34,69.399576,Xavier University,PG,23.0,12.1,DET,East
Chad Kinch,1981,193.04,86.18248,University of North Carolina at Charlotte,SG,22.0,7.0,TOT,N/A
Albert King,1982,198.12,86.18248,University of Maryland,SF,22.0,13.5,NJN,East
Bernard King,1978,200.66,92.98636,University of Tennessee,SF,21.0,17.3,NJN,East
Chris King,1994,203.2,97.52228,Wake Forest University,SF,24.0,13.1,SEA,West
Frankie King,1996,185.42000000000002,83.91452,Western Carolina University,PG,23.0,0.7,LAL,West
George King,1952,182.88,79.3786,University of Charleston,PG,23.0,16.6,SYR,East
Gerard King,1999,205.74,104.32616,Nicholls State University,SF,26.0,13.6,SAS,West
Jim King,1964,187.96,79.3786,University of Tulsa,PG,22.0,11.4,LAL,West
Jimmy King,1996,195.58,95.25431999999999,University of Michigan,SG,22.0,9.9,TOR,East
Maury King,1960,187.96,88.45044,University of Kansas,PG,24.0,17.3,BOS,East
Reggie King,1980,198.12,102.0582,University of Alabama,PF,22.0,13.5,KCK,East
Rich King,1992,218.44,117.93392,University of Nebraska,C,22.0,10.1,SEA,West
Stacey King,1990,210.82,104.32616,University of Oklahoma,PF,23.0,13.8,CHI,East
Tarence Kinsey,2007,198.12,83.91452,University of South Carolina,SG,22.0,13.0,MEM,West
Alex Kirk,2015,213.36,111.13004,University of New Mexico,C,23.0,8.5,CLE,East
Doug Kistler,1962,205.74,95.25431999999999,Duke University,F,23.0,12.1,NYK,East
Curtis Kitchen,1987,205.74,106.59412,University of South Florida,PF,23.0,18.5,SEA,West
Greg Kite,1984,210.82,113.398,Brigham Young University,C,22.0,6.8,BOS,East
Kerry Kittles,1997,195.58,81.192968,Villanova University,SG,22.0,16.0,NJN,East
Joe Kleine,1986,210.82,115.66596,University of Arkansas,C,24.0,9.7,SAC,West
Linas Kleiza,2006,203.2,111.13004,University of Missouri,PF,21.0,13.2,DEN,West
Brandin Knight,2005,182.88,81.64656,University of Pittsburgh,PG,23.0,-1.2,HOU,West
Brandon Knight,2012,190.5,85.728888,University of Kentucky,PG,20.0,11.7,DET,East
Brevin Knight,1998,177.8,78.471416,Stanford University,PG,22.0,17.1,CLE,East
Negele Knight,1991,185.42000000000002,79.3786,University of Dayton,PG,23.0,12.1,PHO,West
Ron Knight,1971,200.66,97.52228,"California State University, Los Angeles",PF,23.0,9.0,POR,West
Toby Knight,1978,205.74,95.25431999999999,University of Notre Dame,SF,22.0,12.2,NYK,East
Travis Knight,1997,213.36,106.59412,University of Connecticut,C,22.0,14.1,LAL,West
Dick Knostman,1954,198.12,97.52228,Kansas State University,C,22.0,17.4,SYR,East
Rod Knowles,1969,205.74,97.52228,Davidson College,F-C,22.0,-0.1,PHO,West
Bart Kofoed,1988,193.04,95.25431999999999,University of Nebraska at Kearney,SG,23.0,1.9,UTA,West
Don Kojis,1964,195.58,97.52228,Marquette University,SF,25.0,12.6,BAL,East
Howard Komives,1965,185.42000000000002,83.91452,Bowling Green State University,PG,23.0,10.5,NYK,East
Jon Koncak,1986,213.36,113.398,Southern Methodist University,C,22.0,13.0,ATL,East
Bud Koper,1965,198.12,95.25431999999999,Oklahoma City University,SG,22.0,10.6,SFW,West
Joe Kopicki,1983,205.74,108.86207999999999,University of Detroit Mercy,PF,22.0,15.1,WSB,East
Frank Kornet,1990,205.74,102.0582,Vanderbilt University,PF,23.0,6.1,MIL,East
Kyle Korver,2004,200.66,96.161504,Creighton University,SF,22.0,10.1,PHI,East
Len Kosmalski,1975,213.36,111.13004,University of Tennessee,C,23.0,10.0,KCO,West
Kosta Koufos,2009,213.36,120.20188,Ohio State University,C,19.0,15.2,UTA,West
Tom Kozelko,1974,203.2,99.79024,University of Toledo,PF,22.0,9.4,CAP,East
Arvid Kramer,1980,205.74,99.79024,Augustana College (SD),C,23.0,6.6,DEN,West
Barry Kramer,1965,193.04,90.7184,New York University,SF,22.0,10.0,TOT,N/A
Joel Kramer,1979,200.66,92.079176,San Diego State University,PF,23.0,11.3,PHO,West
Jim Krebs,1958,203.2,104.32616,Southern Methodist University,C,22.0,14.2,MNL,West
Wayne Kreklow,1981,193.04,79.3786,Drake University,SG,24.0,-1.9,BOS,East
Tommy Kron,1967,195.58,90.7184,University of Kentucky,SG,23.0,8.8,STL,East
Tom Kropp,1976,190.5,92.98636,University of Nebraska at Kearney,SG,22.0,3.9,WSB,East
Larry Krystkowiak,1987,205.74,99.79024,University of Montana,PF,22.0,13.0,SAS,West
Steve Kuberski,1970,203.2,97.52228,Bradley University,PF,22.0,11.3,BOS,East
Bruce Kuczenski,1984,208.28,104.32616,University of Connecticut,PF,22.0,-0.5,TOT,N/A
John Kuester,1978,187.96,81.64656,University of North Carolina,PG,22.0,12.2,KCK,East
Kevin Kunnert,1974,213.36,104.32616,University of Iowa,C,22.0,12.6,TOT,N/A
Mitch Kupchak,1977,205.74,104.32616,University of North Carolina,C,22.0,19.3,WSB,East
C.J. Kupec,1976,198.12,99.79024,University of Michigan,SF,23.0,9.7,LAL,West
Rob Kurz,2009,205.74,105.233344,University of Notre Dame,SF,23.0,11.8,GSW,West
Skal Labissiere,2017,210.82,102.0582,University of Kentucky,PF,20.0,16.8,SAC,West
Sam Lacey,1971,208.28,106.59412,New Mexico State University,C,22.0,12.5,CIN,East
Fred LaCour,1961,195.58,95.25431999999999,University of San Francisco,SF,22.0,13.8,STL,East
Christian Laettner,1993,210.82,106.59412,Duke University,PF,23.0,17.3,MIN,West
Oliver Lafayette,2010,187.96,86.18248,University of Houston,SG,25.0,12.8,BOS,East
Raef LaFrentz,1999,210.82,108.86207999999999,University of Kansas,C,22.0,18.9,DEN,West
Tom LaGarde,1978,208.28,99.79024,University of North Carolina,C,22.0,8.2,DEN,West
Bill Laimbeer,1981,210.82,111.13004,University of Notre Dame,C,23.0,14.2,CLE,East
Doron Lamb,2013,193.04,95.25431999999999,University of Kentucky,SG,21.0,4.8,TOT,N/A
Jeremy Lamb,2013,195.58,83.91452,University of Connecticut,SF,20.0,11.2,OKC,West
John Lambert,1976,208.28,102.0582,University of Southern California,PF,23.0,13.9,CLE,East
Jeff Lamp,1982,198.12,88.45044,University of Virginia,SF,22.0,9.8,POR,West
Jim Lampley,1987,208.28,104.32616,University of Arkansas at Little Rock,C,26.0,8.3,PHI,East
Sean Lampley,2003,200.66,102.965384,University of California,SF,23.0,12.4,MIA,West
Carl Landry,2008,205.74,112.490816,Purdue University,PF,24.0,21.4,HOU,West
Marcus Landry,2010,200.66,104.32616,University of Wisconsin,SF,24.0,7.2,TOT,N/A
Mark Landsberger,1978,203.2,97.52228,Arizona State University,PF,22.0,14.5,CHI,East
Jerome Lane,1989,198.12,104.32616,University of Pittsburgh,PF,22.0,12.3,DEN,West
Andrew Lang,1989,210.82,111.13004,University of Arkansas,C,22.0,11.6,PHO,West
Antonio Lang,1995,203.2,92.98636,Duke University,SF,22.0,0.3,PHO,West
Trajan Langdon,2000,190.5,89.357624,Duke University,SG,23.0,10.9,CLE,East
Keith Langford,2008,193.04,97.52228,University of Kansas,SG,24.0,-2.4,SAS,West
Dan Langhi,2001,210.82,99.79024,Vanderbilt University,SF,23.0,9.4,HOU,West
Bob Lanier,1971,210.82,113.398,St. Bonaventure University,C,22.0,20.0,DET,East
Stu Lantz,1969,190.5,79.3786,University of Nebraska,SG,22.0,11.9,SDR,West
York Larese,1962,193.04,83.007336,University of North Carolina,SG,23.0,9.2,TOT,N/A
Shane Larkin,2014,180.34,79.3786,University of Miami,PG,21.0,8.3,DAL,West
Rusty LaRue,1998,187.96,95.25431999999999,Wake Forest University,PG,24.0,7.3,CHI,East
Rudy LaRusso,1960,200.66,99.79024,Dartmouth College,PF,22.0,14.9,MNL,West
John Laskowski,1976,198.12,83.91452,Indiana University,SG,22.0,11.3,CHI,East
Stephane Lasme,2008,203.2,97.52228,University of Massachusetts Amherst,PF-SF,25.0,11.7,TOT,N/A
Dave Lattin,1968,198.12,102.0582,University of Texas at El Paso,PF,24.0,8.1,SFW,West
Priest Lauderdale,1997,223.52,147.4174,Central State University,C,23.0,13.6,ATL,East
Rich Laurel,1978,198.12,86.18248,Hofstra University,SG,23.0,7.5,MIL,East
Zach LaVine,2015,195.58,85.728888,"University of California, Los Angeles",PG,19.0,11.3,MIN,West
Acie Law,2008,190.5,88.45044,Texas A&M University,PG,23.0,7.7,ATL,East
Gani Lawal,2011,205.74,106.140528,Georgia Institute of Technology,PF,22.0,-9.1,PHO,West
Edmund Lawrence,1981,213.36,103.418976,McNeese State University,C,28.0,19.4,DET,East
Jason Lawson,1998,210.82,108.86207999999999,Villanova University,C,23.0,21.5,ORL,East
Ty Lawson,2010,180.34,88.45044,University of North Carolina,PG,22.0,16.4,DEN,West
Jake Layman,2017,205.74,95.25431999999999,University of Maryland,SF,22.0,4.9,POR,West
Mo Layton,1972,185.42000000000002,81.64656,University of Southern California,PG,23.0,10.6,PHO,West
Hal Lear,1957,182.88,73.935496,Temple University,G,22.0,1.0,PHW,East
Allen Leavell,1980,185.42000000000002,77.11064,Oklahoma City University,PG,22.0,15.1,HOU,West
Jeff Lebo,1990,187.96,81.64656,University of North Carolina,SG,23.0,5.8,SAS,West
Eric Leckner,1989,210.82,120.20188,University of Wyoming,C,22.0,9.7,UTA,West
Butch Lee,1979,182.88,83.91452,Marquette University,PG,22.0,13.8,TOT,N/A
Clyde Lee,1967,208.28,92.98636,Vanderbilt University,C,22.0,13.9,SFW,West
Courtney Lee,2009,195.58,90.7184,Western Kentucky University,SG,23.0,10.7,ORL,East
David Lee,2006,205.74,111.13004,University of Florida,SF,22.0,15.4,NYK,East
Doug Lee,1992,195.58,90.7184,Purdue University,SG,27.0,10.4,NJN,East
George Lee,1961,193.04,90.7184,University of Michigan,SF,24.0,14.6,DET,East
Keith Lee,1986,208.28,97.52228,University of Memphis,PF,23.0,12.0,CLE,East
Kurk Lee,1991,190.5,86.18248,Towson University,PG,23.0,5.6,NJN,East
Malcolm Lee,2012,195.58,90.7184,"University of California, Los Angeles",SG,21.0,9.3,MIN,West
Rock Lee,1982,208.28,99.79024,San Diego State University,C,26.0,1.0,SDC,West
Ron Lee,1977,193.04,87.543256,University of Oregon,PG,24.0,15.6,PHO,West
Russ Lee,1973,195.58,83.91452,Marshall University,SF,23.0,13.6,MIL,East
Tim Legler,1990,193.04,90.7184,La Salle University,SG,23.0,6.7,PHO,West
George Lehmann,1968,182.88,81.64656,Campbell University,PG,25.0,9.4,STL,East
Alex Len,2014,215.9,117.93392,University of Maryland,C,20.0,7.3,PHO,West
Voshon Lenard,1996,193.04,92.98636,University of Minnesota,SG,22.0,15.9,MIA,West
Gary Leonard,1990,215.9,113.398,University of Missouri,C,22.0,6.2,MIN,West
Kawhi Leonard,2012,200.66,104.32616,San Diego State University,SF,20.0,16.6,SAS,West
Meyers Leonard,2013,215.9,111.13004,University of Illinois at Urbana-Champaign,C,20.0,12.1,POR,West
Slick Leonard,1957,190.5,83.91452,Indiana University,PG,24.0,11.4,MNL,West
Jim Les,1989,180.34,74.84268,Bradley University,PG,25.0,7.9,UTA,West
Travis Leslie,2012,193.04,92.98636,University of Georgia,SG,21.0,14.6,LAC,West
Ronnie Lester,1981,187.96,79.3786,University of Iowa,PG,22.0,8.2,CHI,East
Clifford Lett,1990,190.5,77.11064,University of Florida,PG,24.0,-9.0,CHI,East
Jon Leuer,2012,208.28,103.418976,University of Wisconsin,PF,22.0,15.3,MIL,East
Fat Lever,1983,190.5,77.11064,Arizona State University,PG,22.0,14.8,POR,West
Caris LeVert,2017,200.66,92.079176,University of Michigan,SF,22.0,12.2,BRK,East
Cliff Levingston,1983,203.2,95.25431999999999,Wichita State University,PF,22.0,12.9,DET,East
Bobby Lewis,1968,190.5,79.3786,University of North Carolina,SG,22.0,14.4,SFW,West
Cedric Lewis,1996,208.28,106.59412,University of Maryland,C,26.0,62.7,WSB,East
Freddie Lewis,1967,182.88,79.3786,Arizona State University,PG,23.0,10.5,CIN,East
Martin Lewis,1996,195.58,95.25431999999999,Seward County Community College,SF,20.0,11.2,TOR,East
Quincy Lewis,2000,200.66,97.52228,University of Minnesota,SG,22.0,6.6,UTA,West
Ralph Lewis,1988,198.12,90.7184,La Salle University,SG,24.0,5.6,DET,East
Reggie Lewis,1988,200.66,88.45044,Northeastern University,SG,22.0,14.3,BOS,East
Marcus Liberty,1991,203.2,92.98636,University of Illinois at Urbana-Champaign,SF,22.0,10.4,DEN,West
Todd Lichti,1990,193.04,92.98636,Stanford University,SG,23.0,12.3,DEN,West
DeAndre Liggins,2012,198.12,94.80072799999999,University of Kentucky,SF,23.0,8.9,ORL,East
Bill Ligon,1975,193.04,81.64656,Vanderbilt University,SG,22.0,11.8,DET,East
Damian Lillard,2013,190.5,88.45044,Weber State University,PG,22.0,16.4,POR,West
Jeremy Lin,2011,190.5,90.7184,Harvard University,PG,22.0,14.8,GSW,West
Steve Lingenfelter,1983,205.74,102.0582,South Dakota State University,PF,24.0,3.2,WSB,East
Alton Lister,1982,213.36,108.86207999999999,Arizona State University,C,23.0,11.5,MIL,East
Randy Livingston,1997,193.04,94.80072799999999,Louisiana State University,PG,21.0,8.3,HOU,West
Lewis Lloyd,1982,198.12,92.98636,Drake University,SG,22.0,14.8,GSW,West
Scott Lloyd,1977,208.28,104.32616,Arizona State University,C,24.0,11.2,MIL,East
Bob Lochmueller,1953,195.58,83.91452,University of Louisville,SF,25.0,9.0,SYR,East
Rob Lock,1989,205.74,102.0582,University of Kentucky,PF,22.0,5.3,LAC,West
Darrell Lockhart,1984,205.74,111.13004,Auburn University,C,23.0,1.6,SAS,West
Ian Lockhart,1991,203.2,108.86207999999999,University of Tennessee,SF,23.0,76.3,PHO,West
Kevin Loder,1982,198.12,92.98636,Alabama State University,SF,22.0,12.9,KCK,East
Brad Lohaus,1988,210.82,104.32616,University of Iowa,PF,23.0,12.2,BOS,East
Art Long,2001,205.74,113.398,University of Cincinnati,SF,28.0,-3.6,SAC,West
Grant Long,1989,203.2,102.0582,Eastern Michigan University,PF,22.0,13.7,MIA,West
John Long,1979,195.58,88.45044,University of Detroit Mercy,SG,22.0,13.6,DET,East
Paul Long,1968,187.96,81.64656,Wake Forest University,SG,23.0,16.6,DET,East
Shawn Long,2017,205.74,115.66596,University of Louisiana at Lafayette,C,24.0,24.1,PHI,East
Luc Longley,1992,218.44,120.20188,University of New Mexico,C,23.0,10.1,MIN,West
Kevon Looney,2016,205.74,99.79024,"University of California, Los Angeles",PF,19.0,18.6,GSW,West
Brook Lopez,2009,213.36,124.7378,Stanford University,C,20.0,17.9,NJN,East
Felipe Lopez,1999,195.58,90.264808,St. John's University,SG,24.0,11.8,VAN,West
Robin Lopez,2009,213.36,115.66596,Stanford University,C,20.0,11.6,PHO,West
Ryan Lorthridge,1995,193.04,86.18248,Jackson State University,SG,22.0,12.9,GSW,West
Jim Loscutoff,1956,195.58,99.79024,University of Oregon,SF,25.0,12.7,BOS,East
Plummer Lott,1968,195.58,95.25431999999999,Seattle University,SF,22.0,4.7,SEA,West
Kevin Loughery,1963,190.5,86.18248,St. John's University,SG,22.0,9.5,DET,East
Bob Love,1967,203.2,97.52228,Southern University and A&M College,PF,24.0,10.7,CIN,East
Kevin Love,2009,208.28,113.851592,"University of California, Los Angeles",C,20.0,18.3,MIN,West
Stan Love,1972,205.74,97.52228,University of Oregon,PF,22.0,12.8,BAL,East
Clyde Lovellette,1954,205.74,106.140528,University of Kansas,C,24.0,20.7,MNL,West
Sidney Lowe,1984,182.88,88.45044,North Carolina State University,PG,24.0,12.2,IND,East
Charlie Lowery,1972,190.5,83.91452,University of Puget Sound,PG,22.0,10.5,MIL,East
Kyle Lowry,2007,182.88,92.98636,Villanova University,PG,20.0,18.3,MEM,West
Jerry Lucas,1964,203.2,104.32616,Ohio State University,PF,23.0,18.9,CIN,East
John Lucas,1977,190.5,79.3786,University of Maryland,SG,23.0,15.0,HOU,West
Kalin Lucas,2015,185.42000000000002,88.45044,Michigan State University,PG,25.0,-0.7,MEM,West
Ted Luckenbill,1962,198.12,92.98636,University of Houston,PF,22.0,9.0,PHW,East
Tyronn Lue,1999,182.88,79.3786,University of Nebraska,PG,21.0,11.2,LAL,West
Jim Luisi,1954,187.96,81.64656,St. Francis College,PG,25.0,7.6,BLB,East
Phil Lumpkin,1975,182.88,74.84268,Miami University,PG,23.0,11.5,POR,West
Trey Lyles,2016,208.28,106.140528,University of Kentucky,PF,20.0,11.6,UTA,West
George Lynch,1994,203.2,98.883056,University of North Carolina,SF,23.0,16.1,LAL,West
Kevin Lynch,1992,195.58,88.45044,University of Minnesota,SG,23.0,7.7,CHH,East
Mike Lynn,1970,200.66,97.52228,"University of California, Los Angeles",SF,24.0,4.7,LAL,West
Mike Macaluso,1974,195.58,95.25431999999999,Canisius College,SF,22.0,10.2,BUF,East
Todd MacCulloch,2000,213.36,127.00576,University of Washington,C,24.0,16.1,PHI,East
Ronnie MacGilvray,1955,187.96,83.91452,St. John's University,PG,24.0,7.9,MLH,West
Scott Machado,2013,185.42000000000002,92.98636,Iona College,PG,22.0,6.0,HOU,West
Ollie Mack,1980,190.5,83.91452,East Carolina University,SG,22.0,10.9,TOT,N/A
Sam Mack,1993,200.66,99.79024,University of Houston,SF,22.0,13.7,SAS,West
Shelvin Mack,2012,190.5,92.079176,Butler University,PG,21.0,11.9,WAS,East
Malcolm Mackey,1994,205.74,112.490816,Georgia Institute of Technology,C,23.0,12.6,PHO,West
Rudy Macklin,1982,200.66,92.98636,Louisiana State University,SF,23.0,9.3,ATL,East
Vernon Macklin,2012,208.28,102.965384,University of Florida,C,25.0,18.2,DET,East
Don MacLean,1993,208.28,106.59412,"University of California, Los Angeles",PF,23.0,14.0,WSB,East
Mark Macon,1992,195.58,83.91452,Temple University,SG,22.0,8.3,DEN,West
Kyle Macy,1981,190.5,79.3786,University of Kentucky,PG,23.0,14.5,PHO,West
Tito Maddox,2003,193.04,86.18248,"California State University, Fresno",SG,21.0,11.2,HOU,West
Gerald Madkins,1994,193.04,90.7184,"University of California, Los Angeles",SG,24.0,7.4,CLE,East
Mark Madsen,2001,205.74,108.86207999999999,Stanford University,PF,25.0,9.2,LAL,West
Corey Maggette,2000,198.12,98.883056,Duke University,SF,20.0,14.1,ORL,East
Dave Magley,1983,203.2,91.625584,University of Kansas,SF,23.0,3.9,CLE,East
Jamaal Magloire,2001,210.82,117.480328,University of Kentucky,C,22.0,13.4,CHH,East
Mo Mahoney,1953,187.96,92.98636,Brown University,F,25.0,12.3,BOS,East
Rick Mahorn,1981,208.28,108.86207999999999,Hampton University,PF,22.0,13.6,WSB,East
Dan Majerle,1989,198.12,97.52228,Central Michigan University,SG,23.0,11.3,PHO,West
Renaldo Major,2007,200.66,90.7184,"California State University, Fresno",PF,24.0,-3.7,GSW,West
Jeff Malone,1984,193.04,92.98636,Mississippi State University,SG,22.0,11.3,WSB,East
Karl Malone,1986,205.74,113.398,Louisiana Tech University,PF,22.0,13.7,UTA,West
